Product ID*;Attribute (Name:Type:Position)*;Value (Value:Position)*
578;Terminy:select:1;21'30 21.11:14
578;Terminy:select:1;13'45 22.11:15
578;Terminy:select:1;20'10 22.11:16
578;Terminy:select:1;21'30 22.11:17
578;Terminy:select:1;13'45 23.11:18
578;Terminy:select:1;18'20 23.11:19
578;Terminy:select:1;20'40 23.11:20
578;Terminy:select:1;21'30 23.11:21
578;Terminy:select:1;13'45 24.11:22
578;Terminy:select:1;20'00 24.11:23
578;Terminy:select:1;21'30 24.11:24
578;Terminy:select:1;13'45 25.11:25
578;Terminy:select:1;20'10 25.11:26
578;Terminy:select:1;21'30 25.11:27
579;Terminy:select:1;14'10 18.11:0
579;Terminy:select:1;19'50 18.11:1
580;Terminy:select:1;11'30 18.11:0
581;Terminy:select:1;10'00 18.11:0
582;Terminy:select:1;20'00 18.11:0
583;Terminy:select:1;14'30 18.11:0
584;Terminy:select:1;19'00 19.11:0
584;Terminy:select:1;12'40 20.11:1
584;Terminy:select:1;19'00 20.11:2
584;Terminy:select:1;12'40 21.11:3
584;Terminy:select:1;19'00 21.11:4
584;Terminy:select:1;12'40 22.11:5
584;Terminy:select:1;19'00 22.11:6
584;Terminy:select:1;12'40 23.11:7
584;Terminy:select:1;19'00 23.11:8
584;Terminy:select:1;12'40 24.11:9
584;Terminy:select:1;19'00 24.11:10
584;Terminy:select:1;12'30 25.11:11
584;Terminy:select:1;19'00 25.11:12
585;Terminy:select:1;11'00 19.11:0
585;Terminy:select:1;17'30 19.11:1
585;Terminy:select:1;11'00 20.11:2
585;Terminy:select:1;17'30 20.11:3
585;Terminy:select:1;11'00 21.11:4
585;Terminy:select:1;17'30 21.11:5
585;Terminy:select:1;11'00 22.11:6
585;Terminy:select:1;17'45 22.11:7
585;Terminy:select:1;11'00 23.11:8
585;Terminy:select:1;17'30 23.11:9
585;Terminy:select:1;11'00 24.11:10
585;Terminy:select:1;17'45 24.11:11
585;Terminy:select:1;11'00 25.11:12
585;Terminy:select:1;17'45 25.11:13
586;Terminy:select:1;14'45 19.11:0
586;Terminy:select:1;20'15 19.11:1
586;Terminy:select:1;14'45 20.11:2
586;Terminy:select:1;20'15 20.11:3
586;Terminy:select:1;14'45 21.11:4
586;Terminy:select:1;20'15 21.11:5
586;Terminy:select:1;15'00 22.11:6
586;Terminy:select:1;20'30 22.11:7
586;Terminy:select:1;14'45 23.11:8
586;Terminy:select:1;20'15 23.11:9
586;Terminy:select:1;15'00 24.11:10
586;Terminy:select:1;20'30 24.11:11
586;Terminy:select:1;15'00 25.11:12
586;Terminy:select:1;20'30 25.11:13
587;Terminy:select:1;12'20 19.11:0
587;Terminy:select:1;17'00 19.11:1
587;Terminy:select:1;10'00 20.11:2
587;Terminy:select:1;12'20 20.11:3
587;Terminy:select:1;17'00 20.11:4
587;Terminy:select:1;10'00 21.11:5
587;Terminy:select:1;12'20 21.11:6
587;Terminy:select:1;17'00 21.11:7
587;Terminy:select:1;10'00 22.11:8
587;Terminy:select:1;12'20 22.11:9
587;Terminy:select:1;17'00 22.11:10
587;Terminy:select:1;10'00 23.11:11
587;Terminy:select:1;12'20 23.11:12
587;Terminy:select:1;17'00 23.11:13
587;Terminy:select:1;10'00 24.11:14
587;Terminy:select:1;12'20 24.11:15
587;Terminy:select:1;17'00 24.11:16
587;Terminy:select:1;10'00 25.11:17
587;Terminy:select:1;12'20 25.11:18
587;Terminy:select:1;17'00 25.11:19
588;Terminy:select:1;10'45 19.11:0
588;Terminy:select:1;15'10 19.11:1
588;Terminy:select:1;10'45 20.11:2
588;Terminy:select:1;15'10 20.11:3
588;Terminy:select:1;10'45 21.11:4
588;Terminy:select:1;15'10 21.11:5
588;Terminy:select:1;10'45 22.11:6
588;Terminy:select:1;15'10 22.11:7
588;Terminy:select:1;10'45 23.11:8
588;Terminy:select:1;15'10 23.11:9
588;Terminy:select:1;10'00 23.11:10
588;Terminy:select:1;10'45 24.11:11
588;Terminy:select:1;15'10 24.11:12
588;Terminy:select:1;11'15 25.11:13
588;Terminy:select:1;15'15 25.11:14
589;Terminy:select:1;10'00 19.11:0
590;Terminy:select:1;12'40 19.11:0
591;Terminy:select:1;10'30 19.11:0
592;Terminy:select:1;13'45 20.11:0
592;Terminy:select:1;13'45 21.11:1
593;Terminy:select:1;18'00 22.11:0
594;Terminy:select:1;9'15 23.11:0
595;Terminy:select:1;18'00* 24.11:0
596;Terminy:select:1;13'00* 25.11:0
596;Terminy:select:1;18'00* 25.11:1
597;Terminy:select:1;9'00 25.11:0
598;Terminy:select:1;13'00 18.11:0
598;Terminy:select:1;18'00 18.11:1
599;Terminy:select:1;11'20 18.11:0
599;Terminy:select:1;15'40 18.11:1
599;Terminy:select:1;17'15 18.11:2
599;Terminy:select:1;18'30 18.11:3
599;Terminy:select:1;20'30 18.11:4
599;Terminy:select:1;21'15 18.11:5
599;Terminy:select:1;17'30 19.11:6
599;Terminy:select:1;15'45 19.11:7
599;Terminy:select:1;18'20 19.11:8
599;Terminy:select:1;19'40 19.11:9
599;Terminy:select:1;21'00 19.11:10
599;Terminy:select:1;22'15 19.11:11
599;Terminy:select:1;17'30 20.11:12
599;Terminy:select:1;15'50 20.11:13
599;Terminy:select:1;18'20 20.11:14
599;Terminy:select:1;19'40 20.11:15
599;Terminy:select:1;21'00 20.11:16
599;Terminy:select:1;22'15 20.11:17
599;Terminy:select:1;17'30 21.11:18
599;Terminy:select:1;15'45 21.11:19
599;Terminy:select:1;18'20 21.11:20
599;Terminy:select:1;19'40 21.11:21
599;Terminy:select:1;21'00 21.11:22
599;Terminy:select:1;22'15 21.11:23
599;Terminy:select:1;17'30 22.11:24
599;Terminy:select:1;15'45 22.11:25
599;Terminy:select:1;18'20 22.11:26
599;Terminy:select:1;21'00 22.11:27
599;Terminy:select:1;22'00 22.11:28
599;Terminy:select:1;17'30 23.11:29
599;Terminy:select:1;15'45 23.11:30
599;Terminy:select:1;18'20 23.11:31
599;Terminy:select:1;19'40 23.11:32
599;Terminy:select:1;21'00 23.11:33
599;Terminy:select:1;22'15 23.11:34
599;Terminy:select:1;17'30 24.11:35
599;Terminy:select:1;15'45 24.11:36
599;Terminy:select:1;18'20 24.11:37
599;Terminy:select:1;21'00 24.11:38
599;Terminy:select:1;22'00 24.11:39
599;Terminy:select:1;17'30 25.11:40
599;Terminy:select:1;15'45 25.11:41
599;Terminy:select:1;18'20 25.11:42
599;Terminy:select:1;21'00 25.11:43
599;Terminy:select:1;22'00 25.11:44
600;Terminy:select:1;10'10 18.11:0
600;Terminy:select:1;12'20 18.11:1
600;Terminy:select:1;10'50 18.11:2
600;Terminy:select:1;14'00 18.11:3
600;Terminy:select:1;16'15 18.11:4
600;Terminy:select:1;18'15 18.11:5
600;Terminy:select:1;10'00 19.11:6
600;Terminy:select:1;13'30 19.11:7
600;Terminy:select:1;14'40 19.11:8
600;Terminy:select:1;16'50 19.11:9
600;Terminy:select:1;10'00 20.11:10
600;Terminy:select:1;11'50 20.11:11
600;Terminy:select:1;14'40 20.11:12
600;Terminy:select:1;16'50 20.11:13
600;Terminy:select:1;10'00 21.11:14
600;Terminy:select:1;13'30 21.11:15
600;Terminy:select:1;14'40 21.11:16
600;Terminy:select:1;16'50 21.11:17
600;Terminy:select:1;13'30 22.11:18
600;Terminy:select:1;14'40 22.11:19
600;Terminy:select:1;16'50 22.11:20
600;Terminy:select:1;10'00 22.11:21
600;Terminy:select:1;10'00 23.11:22
600;Terminy:select:1;13'30 23.11:23
600;Terminy:select:1;14'40 23.11:24
600;Terminy:select:1;16'50 23.11:25
600;Terminy:select:1;10'00 24.11:26
600;Terminy:select:1;13'30 24.11:27
600;Terminy:select:1;14'40 24.11:28
600;Terminy:select:1;16'50 24.11:29
600;Terminy:select:1;13'30 25.11:30
600;Terminy:select:1;10'40 25.11:31
600;Terminy:select:1;14'40 25.11:32
600;Terminy:select:1;16'50 25.11:33
601;Terminy:select:1;19'45 18.11:0
601;Terminy:select:1;14'10 18.11:1
601;Terminy:select:1;20'50 18.11:2
601;Terminy:select:1;11'20 19.11:3
601;Terminy:select:1;20'20 19.11:4
601;Terminy:select:1;10'50 20.11:5
601;Terminy:select:1;20'20 20.11:6
601;Terminy:select:1;11'30 21.11:7
601;Terminy:select:1;20'20 21.11:8
601;Terminy:select:1;11'20 22.11:9
601;Terminy:select:1;20'20 22.11:10
601;Terminy:select:1;11'20 23.11:11
601;Terminy:select:1;20'20 23.11:12
601;Terminy:select:1;11'20 24.11:13
601;Terminy:select:1;20'20 24.11:14
601;Terminy:select:1;11'20 25.11:15
601;Terminy:select:1;20'20 25.11:16
602;Terminy:select:1;12'50 18.11:0
602;Terminy:select:1;10'50 18.11:1
602;Terminy:select:1;17'30 18.11:2
602;Terminy:select:1;17'00 19.11:3
602;Terminy:select:1;17'00 20.11:4
602;Terminy:select:1;17'00 21.11:5
602;Terminy:select:1;17'00 22.11:6
602;Terminy:select:1;17'00 23.11:7
602;Terminy:select:1;17'00 24.11:8
602;Terminy:select:1;17'00 25.11:9
603;Terminy:select:1;14'20 18.11:0
603;Terminy:select:1;16'40 18.11:1
603;Terminy:select:1;19'00 18.11:2
603;Terminy:select:1;21'20 18.11:3
603;Terminy:select:1;15'15 19.11:4
603;Terminy:select:1;11'10 19.11:5
603;Terminy:select:1;16'20 19.11:6
603;Terminy:select:1;18'00 19.11:7
603;Terminy:select:1;20'30 19.11:8
603;Terminy:select:1;14'10 20.11:9
603;Terminy:select:1;16'20 20.11:10
603;Terminy:select:1;18'00 20.11:11
603;Terminy:select:1;20'30 20.11:12
603;Terminy:select:1;11'10 21.11:13
603;Terminy:select:1;16'30 21.11:14
603;Terminy:select:1;18'00 21.11:15
603;Terminy:select:1;20'30 21.11:16
603;Terminy:select:1;15'15 22.11:17
603;Terminy:select:1;11'10 22.11:18
603;Terminy:select:1;16'20 22.11:19
603;Terminy:select:1;19'40 22.11:20
603;Terminy:select:1;20'30 22.11:21
603;Terminy:select:1;15'15 23.11:22
603;Terminy:select:1;11'10 23.11:23
603;Terminy:select:1;16'20 23.11:24
603;Terminy:select:1;18'00 23.11:25
603;Terminy:select:1;20'30 23.11:26
603;Terminy:select:1;15'15 24.11:27
603;Terminy:select:1;11'10 24.11:28
603;Terminy:select:1;16'20 24.11:29
603;Terminy:select:1;19'40 24.11:30
603;Terminy:select:1;20'45 24.11:31
603;Terminy:select:1;15'15 25.11:32
603;Terminy:select:1;10'00 25.11:33
603;Terminy:select:1;16'20 25.11:34
603;Terminy:select:1;19'40 25.11:35
603;Terminy:select:1;20'45 25.11:36
604;Terminy:select:1;13'50 18.11:0
604;Terminy:select:1;17'00 18.11:1
604;Terminy:select:1;20'20 18.11:2
604;Terminy:select:1;12'10 19.11:3
604;Terminy:select:1;20'00 19.11:4
604;Terminy:select:1;12'10 20.11:5
604;Terminy:select:1;20'00 20.11:6
604;Terminy:select:1;12'10 21.11:7
604;Terminy:select:1;20'00 21.11:8
604;Terminy:select:1;12'10 22.11:9
604;Terminy:select:1;20'00 22.11:10
604;Terminy:select:1;12'10 23.11:11
604;Terminy:select:1;20'00 23.11:12
604;Terminy:select:1;12'10 24.11:13
604;Terminy:select:1;20'00 24.11:14
604;Terminy:select:1;12'20 25.11:15
604;Terminy:select:1;20'00 25.11:16
605;Terminy:select:1;13'20 18.11:0
606;Terminy:select:1;14'30 18.11:0
606;Terminy:select:1;10'20 19.11:1
606;Terminy:select:1;9'45 19.11:2
606;Terminy:select:1;10'20 20.11:3
606;Terminy:select:1;10'20 21.11:4
606;Terminy:select:1;10'20 22.11:5
606;Terminy:select:1;10'20 23.11:6
606;Terminy:select:1;10'20 24.11:7
606;Terminy:select:1;10'20 25.11:8
607;Terminy:select:1;15'30 18.11:0
607;Terminy:select:1;21'00 18.11:1
608;Terminy:select:1;12'00 18.11:0
609;Terminy:select:1;11'10 18.11:0
610;Terminy:select:1;11'00 18.11:0
611;Terminy:select:1;16'15 18.11:0
611;Terminy:select:1;19'50 18.11:1
612;Terminy:select:1;10'40 18.11:0
613;Terminy:select:1;10'00 18.11:0
614;Terminy:select:1;12'00 19.11:0
614;Terminy:select:1;15'30 19.11:1
614;Terminy:select:1;18'45 19.11:2
614;Terminy:select:1;21'15 19.11:3
614;Terminy:select:1;11'45 20.11:4
614;Terminy:select:1;15'30 20.11:5
614;Terminy:select:1;18'45 20.11:6
614;Terminy:select:1;21'15 20.11:7
614;Terminy:select:1;12'00 21.11:8
614;Terminy:select:1;15'30 21.11:9
614;Terminy:select:1;18'45 21.11:10
614;Terminy:select:1;21'15 21.11:11
614;Terminy:select:1;12'00 22.11:12
614;Terminy:select:1;15'30 22.11:13
614;Terminy:select:1;18'45 22.11:14
614;Terminy:select:1;21'15 22.11:15
614;Terminy:select:1;12'00 23.11:16
614;Terminy:select:1;15'30 23.11:17
614;Terminy:select:1;18'45 23.11:18
614;Terminy:select:1;21'15 23.11:19
614;Terminy:select:1;12'00 24.11:20
614;Terminy:select:1;15'30 24.11:21
614;Terminy:select:1;18'45 24.11:22
614;Terminy:select:1;21'15 24.11:23
614;Terminy:select:1;12'00 25.11:24
614;Terminy:select:1;15'30 25.11:25
614;Terminy:select:1;18'45 25.11:26
614;Terminy:select:1;21'15 25.11:27
615;Terminy:select:1;13'15 19.11:0
615;Terminy:select:1;17'45 19.11:1
615;Terminy:select:1;11'40 19.11:2
615;Terminy:select:1;17'45 20.11:3
615;Terminy:select:1;12'00 20.11:4
615;Terminy:select:1;17'45 21.11:5
615;Terminy:select:1;11'30 21.11:6
615;Terminy:select:1;13'15 22.11:7
615;Terminy:select:1;17'45 22.11:8
615;Terminy:select:1;11'30 22.11:9
615;Terminy:select:1;13'15 23.11:10
615;Terminy:select:1;17'45 23.11:11
615;Terminy:select:1;11'30 23.11:12
615;Terminy:select:1;13'15 24.11:13
615;Terminy:select:1;17'45 24.11:14
615;Terminy:select:1;11'30 24.11:15
615;Terminy:select:1;10'30 25.11:16
615;Terminy:select:1;17'45 25.11:17
615;Terminy:select:1;11'30 25.11:18
616;Terminy:select:1;10'30 19.11:0
616;Terminy:select:1;20'40 19.11:1
616;Terminy:select:1;14'20 19.11:2
616;Terminy:select:1;13'10 20.11:3
616;Terminy:select:1;20'40 20.11:4
616;Terminy:select:1;14'15 20.11:5
616;Terminy:select:1;13'10 21.11:6
616;Terminy:select:1;20'40 21.11:7
616;Terminy:select:1;14'15 21.11:8
616;Terminy:select:1;10'30 22.11:9
616;Terminy:select:1;20'40 22.11:10
616;Terminy:select:1;14'15 22.11:11
616;Terminy:select:1;10'30 23.11:12
616;Terminy:select:1;20'40 23.11:13
616;Terminy:select:1;14'15 23.11:14
616;Terminy:select:1;10'30 24.11:15
616;Terminy:select:1;20'30 24.11:16
616;Terminy:select:1;14'15 24.11:17
616;Terminy:select:1;20'30 25.11:18
616;Terminy:select:1;14'15 25.11:19
617;Terminy:select:1;12'30 19.11:0
617;Terminy:select:1;15'00 19.11:1
617;Terminy:select:1;17'20 19.11:2
617;Terminy:select:1;9'30 19.11:3
617;Terminy:select:1;10'00 19.11:4
617;Terminy:select:1;10'10 20.11:5
617;Terminy:select:1;12'30 20.11:6
617;Terminy:select:1;15'00 20.11:7
617;Terminy:select:1;17'20 20.11:8
617;Terminy:select:1;10'10 21.11:9
617;Terminy:select:1;12'30 21.11:10
617;Terminy:select:1;15'00 21.11:11
617;Terminy:select:1;17'20 21.11:12
617;Terminy:select:1;10'10 22.11:13
617;Terminy:select:1;12'30 22.11:14
617;Terminy:select:1;15'00 22.11:15
617;Terminy:select:1;17'20 22.11:16
617;Terminy:select:1;10'10 23.11:17
617;Terminy:select:1;12'30 23.11:18
617;Terminy:select:1;15'00 23.11:19
617;Terminy:select:1;17'20 23.11:20
617;Terminy:select:1;10'10 24.11:21
617;Terminy:select:1;12'30 24.11:22
617;Terminy:select:1;15'00 24.11:23
617;Terminy:select:1;17'20 24.11:24
617;Terminy:select:1;10'15 25.11:25
617;Terminy:select:1;12'40 25.11:26
617;Terminy:select:1;15'00 25.11:27
617;Terminy:select:1;17'20 25.11:28
618;Terminy:select:1;16'00 19.11:0
618;Terminy:select:1;10'15 19.11:1
618;Terminy:select:1;14'30 19.11:2
618;Terminy:select:1;16'00 20.11:3
618;Terminy:select:1;10'00 20.11:4
618;Terminy:select:1;14'00 20.11:5
618;Terminy:select:1;16'00 21.11:6
618;Terminy:select:1;10'00 21.11:7
618;Terminy:select:1;14'50 21.11:8
618;Terminy:select:1;16'00 22.11:9
618;Terminy:select:1;10'15 22.11:10
618;Terminy:select:1;14'30 22.11:11
618;Terminy:select:1;16'00 23.11:12
618;Terminy:select:1;10'15 23.11:13
618;Terminy:select:1;14'30 23.11:14
618;Terminy:select:1;16'00 24.11:15
618;Terminy:select:1;10'15 24.11:16
618;Terminy:select:1;14'30 24.11:17
618;Terminy:select:1;16'00 25.11:18
618;Terminy:select:1;10'10 25.11:19
618;Terminy:select:1;14'30 25.11:20
619;Terminy:select:1;12'50 19.11:0
619;Terminy:select:1;19'00 19.11:1
619;Terminy:select:1;21'30 19.11:2
619;Terminy:select:1;12'50 20.11:3
619;Terminy:select:1;19'00 20.11:4
619;Terminy:select:1;21'30 20.11:5
619;Terminy:select:1;12'50 21.11:6
619;Terminy:select:1;19'00 21.11:7
619;Terminy:select:1;21'30 21.11:8
619;Terminy:select:1;12'50 22.11:9
619;Terminy:select:1;19'00 22.11:10
619;Terminy:select:1;21'30 22.11:11
619;Terminy:select:1;12'50 23.11:12
619;Terminy:select:1;19'00 23.11:13
619;Terminy:select:1;21'30 23.11:14
619;Terminy:select:1;12'50 24.11:15
619;Terminy:select:1;19'00 24.11:16
619;Terminy:select:1;21'30 24.11:17
619;Terminy:select:1;12'50 25.11:18
619;Terminy:select:1;19'00 25.11:19
619;Terminy:select:1;21'30 25.11:20
620;Terminy:select:1;10'45 20.11:0
620;Terminy:select:1;15'15 20.11:1
620;Terminy:select:1;10'45 21.11:2
620;Terminy:select:1;15'15 21.11:3
621;Terminy:select:1;18'00 22.11:0
622;Terminy:select:1;18'00* 24.11:0
623;Terminy:select:1;13'00 25.11:0
623;Terminy:select:1;18'00 25.11:1
624;Terminy:select:1;9'00 25.11:0
625;Terminy:select:1;13'00 18.11:0
625;Terminy:select:1;18'00 18.11:1
626;Terminy:select:1;15'30 18.11:0
626;Terminy:select:1;17'15 18.11:1
626;Terminy:select:1;18'30 18.11:2
626;Terminy:select:1;21'10 18.11:3
626;Terminy:select:1;14'00 19.11:4
626;Terminy:select:1;16'00 19.11:5
626;Terminy:select:1;18'40 19.11:6
626;Terminy:select:1;21'15 19.11:7
626;Terminy:select:1;11'45 20.11:8
626;Terminy:select:1;16'00 20.11:9
626;Terminy:select:1;18'40 20.11:10
626;Terminy:select:1;21'15 20.11:11
626;Terminy:select:1;11'45 21.11:12
626;Terminy:select:1;16'00 21.11:13
626;Terminy:select:1;18'40 21.11:14
626;Terminy:select:1;21'15 21.11:15
626;Terminy:select:1;12'00 22.11:16
626;Terminy:select:1;14'10 22.11:17
626;Terminy:select:1;17'00 22.11:18
626;Terminy:select:1;18'30 22.11:19
626;Terminy:select:1;21'00 22.11:20
626;Terminy:select:1;11'30 23.11:21
626;Terminy:select:1;14'10 23.11:22
626;Terminy:select:1;16'00 23.11:23
626;Terminy:select:1;18'40 23.11:24
626;Terminy:select:1;21'15 23.11:25
626;Terminy:select:1;11'30 24.11:26
626;Terminy:select:1;14'10 24.11:27
626;Terminy:select:1;16'00 24.11:28
626;Terminy:select:1;18'40 24.11:29
626;Terminy:select:1;21'15 24.11:30
626;Terminy:select:1;11'45 25.11:31
626;Terminy:select:1;17'15 25.11:32
626;Terminy:select:1;18'30 25.11:33
626;Terminy:select:1;21'00 25.11:34
627;Terminy:select:1;10'30 18.11:0
627;Terminy:select:1;12'15 18.11:1
627;Terminy:select:1;14'45 18.11:2
627;Terminy:select:1;17'00 18.11:3
627;Terminy:select:1;10'15 19.11:4
627;Terminy:select:1;12'50 19.11:5
627;Terminy:select:1;16'45 19.11:6
627;Terminy:select:1;10'30 20.11:7
627;Terminy:select:1;12'50 20.11:8
627;Terminy:select:1;16'45 20.11:9
627;Terminy:select:1;10'30 21.11:10
627;Terminy:select:1;12'50 21.11:11
627;Terminy:select:1;16'45 21.11:12
627;Terminy:select:1;10'30 22.11:13
627;Terminy:select:1;16'45 22.11:14
627;Terminy:select:1;10'30 23.11:15
627;Terminy:select:1;12'50 23.11:16
627;Terminy:select:1;16'45 23.11:17
627;Terminy:select:1;10'30 24.11:18
627;Terminy:select:1;12'50 24.11:19
627;Terminy:select:1;16'45 24.11:20
627;Terminy:select:1;14'30 25.11:21
627;Terminy:select:1;16'45 25.11:22
628;Terminy:select:1;15'00 18.11:0
628;Terminy:select:1;15'00 19.11:1
628;Terminy:select:1;10'00 19.11:2
628;Terminy:select:1;15'00 20.11:3
628;Terminy:select:1;15'00 21.11:4
628;Terminy:select:1;14'45 22.11:5
628;Terminy:select:1;15'00 23.11:6
628;Terminy:select:1;14'45 24.11:7
628;Terminy:select:1;14'45 25.11:8
629;Terminy:select:1;11'20 18.11:0
629;Terminy:select:1;17'30 18.11:1
629;Terminy:select:1;20'50 18.11:2
629;Terminy:select:1;19'30 19.11:3
629;Terminy:select:1;19'30 20.11:4
629;Terminy:select:1;19'30 21.11:5
629;Terminy:select:1;19'30 22.11:6
629;Terminy:select:1;19'30 23.11:7
629;Terminy:select:1;19'30 24.11:8
629;Terminy:select:1;19'45 25.11:9
630;Terminy:select:1;13'15 18.11:0
630;Terminy:select:1;19'15 18.11:1
630;Terminy:select:1;21'30 18.11:2
630;Terminy:select:1;13'45 19.11:3
630;Terminy:select:1;18'20 19.11:4
630;Terminy:select:1;20'40 19.11:5
630;Terminy:select:1;21'30 19.11:6
630;Terminy:select:1;14'20 20.11:7
630;Terminy:select:1;18'20 20.11:8
630;Terminy:select:1;20'40 20.11:9
630;Terminy:select:1;21'30 20.11:10
630;Terminy:select:1;14'20 21.11:11
630;Terminy:select:1;18'20 21.11:12
630;Terminy:select:1;20'40 21.11:13
630;Terminy:select:1;21'30 21.11:14
630;Terminy:select:1;12'50 22.11:15
630;Terminy:select:1;20'10 22.11:16
630;Terminy:select:1;21'30 22.11:17
630;Terminy:select:1;13'45 23.11:18
630;Terminy:select:1;18'20 23.11:19
630;Terminy:select:1;20'40 23.11:20
630;Terminy:select:1;21'30 23.11:21
630;Terminy:select:1;13'45 24.11:22
630;Terminy:select:1;20'00 24.11:23
630;Terminy:select:1;21'30 24.11:24
630;Terminy:select:1;13'45 25.11:25
630;Terminy:select:1;20'10 25.11:26
630;Terminy:select:1;21'30 25.11:27
631;Terminy:select:1;14'15 18.11:0
631;Terminy:select:1;19'50 18.11:1
631;Terminy:select:1;10'00 19.11:2
632;Terminy:select:1;11'50 18.11:0
633;Terminy:select:1;14'30 18.11:0
633;Terminy:select:1;10'00 18.11:1
634;Terminy:select:1;20'00 18.11:0
635;Terminy:select:1;10'00 18.11:0
636;Terminy:select:1;12'40 19.11:0
636;Terminy:select:1;19'00 19.11:1
636;Terminy:select:1;12'40 20.11:2
636;Terminy:select:1;19'00 20.11:3
636;Terminy:select:1;12'40 21.11:4
636;Terminy:select:1;19'00 21.11:5
636;Terminy:select:1;12'45 22.11:6
636;Terminy:select:1;19'00 22.11:7
636;Terminy:select:1;12'40 23.11:8
636;Terminy:select:1;19'00 23.11:9
636;Terminy:select:1;12'40 24.11:10
636;Terminy:select:1;19'00 24.11:11
636;Terminy:select:1;12'30 25.11:12
636;Terminy:select:1;19'00 25.11:13
637;Terminy:select:1;11'00 19.11:0
637;Terminy:select:1;17'30 19.11:1
637;Terminy:select:1;11'00 20.11:2
637;Terminy:select:1;17'30 20.11:3
637;Terminy:select:1;11'00 21.11:4
637;Terminy:select:1;17'30 21.11:5
637;Terminy:select:1;10'10 22.11:6
637;Terminy:select:1;17'45 22.11:7
637;Terminy:select:1;11'00 23.11:8
637;Terminy:select:1;17'30 23.11:9
637;Terminy:select:1;11'00 24.11:10
637;Terminy:select:1;17'45 24.11:11
637;Terminy:select:1;11'00 25.11:12
637;Terminy:select:1;17'45 25.11:13
637;Terminy:select:1;9'15 25.11:14
638;Terminy:select:1;14'45 19.11:0
638;Terminy:select:1;20'15 19.11:1
638;Terminy:select:1;14'45 20.11:2
638;Terminy:select:1;20'15 20.11:3
638;Terminy:select:1;14'45 21.11:4
638;Terminy:select:1;20'15 21.11:5
638;Terminy:select:1;15'00 22.11:6
638;Terminy:select:1;20'30 22.11:7
638;Terminy:select:1;14'45 23.11:8
638;Terminy:select:1;20'15 23.11:9
638;Terminy:select:1;15'00 24.11:10
638;Terminy:select:1;20'30 24.11:11
638;Terminy:select:1;15'00 25.11:12
638;Terminy:select:1;20'30 25.11:13
639;Terminy:select:1;12'20 19.11:0
639;Terminy:select:1;17'00 19.11:1
639;Terminy:select:1;10'00 20.11:2
639;Terminy:select:1;12'20 20.11:3
639;Terminy:select:1;17'00 20.11:4
639;Terminy:select:1;10'00 21.11:5
639;Terminy:select:1;12'20 21.11:6
639;Terminy:select:1;17'00 21.11:7
639;Terminy:select:1;13'45 22.11:8
639;Terminy:select:1;16'10 22.11:9
639;Terminy:select:1;10'00 22.11:10
639;Terminy:select:1;10'00 23.11:11
639;Terminy:select:1;12'20 23.11:12
639;Terminy:select:1;17'00 23.11:13
639;Terminy:select:1;12'20 24.11:14
639;Terminy:select:1;17'00 24.11:15
639;Terminy:select:1;10'00 25.11:16
639;Terminy:select:1;12'20 25.11:17
639;Terminy:select:1;16'00 25.11:18
639;Terminy:select:1;9'00 25.11:19
640;Terminy:select:1;10'45 19.11:0
640;Terminy:select:1;15'10 19.11:1
640;Terminy:select:1;10'45 20.11:2
640;Terminy:select:1;15'10 20.11:3
640;Terminy:select:1;10'45 21.11:4
640;Terminy:select:1;15'10 21.11:5
640;Terminy:select:1;12'15 22.11:6
640;Terminy:select:1;15'10 22.11:7
640;Terminy:select:1;10'45 23.11:8
640;Terminy:select:1;15'10 23.11:9
640;Terminy:select:1;10'45 24.11:10
640;Terminy:select:1;15'10 24.11:11
640;Terminy:select:1;10'00 24.11:12
640;Terminy:select:1;11'15 25.11:13
640;Terminy:select:1;15'15 25.11:14
641;Terminy:select:1;13'45 20.11:0
641;Terminy:select:1;13'45 21.11:1
642;Terminy:select:1;18'00 22.11:0
643;Terminy:select:1;10'00 22.11:0
643;Terminy:select:1;10'00 25.11:1
644;Terminy:select:1;11'30 22.11:0
645;Terminy:select:1;18'00 24.11:0
646;Terminy:select:1;10'00 24.11:0
647;Terminy:select:1;13'00 25.11:0
647;Terminy:select:1;18'00 25.11:1
648;Terminy:select:1;9'00 25.11:0
649;Terminy:select:1;13'00* 18.11:0
649;Terminy:select:1;18'00* 18.11:1
650;Terminy:select:1;10'20 18.11:0
650;Terminy:select:1;11'30 18.11:1
650;Terminy:select:1;15'40 18.11:2
650;Terminy:select:1;17'15 18.11:3
650;Terminy:select:1;18'30 18.11:4
650;Terminy:select:1;20'30 18.11:5
650;Terminy:select:1;21'10 18.11:6
650;Terminy:select:1;15'45 19.11:7
650;Terminy:select:1;17'30 19.11:8
650;Terminy:select:1;18'20 19.11:9
650;Terminy:select:1;19'40 19.11:10
650;Terminy:select:1;21'00 19.11:11
650;Terminy:select:1;22'15 19.11:12
650;Terminy:select:1;15'45 20.11:13
650;Terminy:select:1;17'30 20.11:14
650;Terminy:select:1;18'20 20.11:15
650;Terminy:select:1;19'40 20.11:16
650;Terminy:select:1;21'00 20.11:17
650;Terminy:select:1;22'15 20.11:18
650;Terminy:select:1;15'45 21.11:19
650;Terminy:select:1;17'30 21.11:20
650;Terminy:select:1;18'20 21.11:21
650;Terminy:select:1;19'40 21.11:22
